agency_cd	site_no	datetime	tz_cd	X05_00045	X05_00045_cd
USGS	433615088202501	2014-03-27 02:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 03:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 03:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 03:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 03:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 04:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 04:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 04:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 04:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 05:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 05:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 05:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 05:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 06:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 06:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 06:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 06:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 07:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 07:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 07:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 07:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 08:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 08:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 08:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 08:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 09:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 09:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 09:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 09:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 10:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 10:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 10:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 10:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 11:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 11:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 11:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 11:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 12:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 12:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 12:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 12:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 13:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 13:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 13:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 13:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 14:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 14:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 14:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 14:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 14:55:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 15:04:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:08:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:12:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 15:19:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:28:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 15:43:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 15:47:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 15:56:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 16:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:39:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:40:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:41:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:42:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:43:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:44:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:46:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:47:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:48:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:49:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:50:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:51:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:52:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:53:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:54:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:55:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:56:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:57:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 16:58:00	CDT	0	P
USGS	433615088202501	2014-03-27 16:59:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:01:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:02:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:03:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:04:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:05:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:06:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:07:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:08:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:09:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:10:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:11:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:12:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:13:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:14:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:16:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:17:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:18:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:19:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:20:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:21:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:22:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:23:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:24:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:25:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:26:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:27:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:28:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:29:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:31:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:32:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:33:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 17:34:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:35:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:36:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:37:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:38:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:39:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:40:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:41:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:42:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:43:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:44:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:46:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:47:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:48:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:49:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:50:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:51:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:52:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:53:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:54:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:55:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:56:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:57:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:58:00	CDT	0	P
USGS	433615088202501	2014-03-27 17:59:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:01:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:02:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:03:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:04:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:05:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:06:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:07:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:08:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:09:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:10:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:11:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:12:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:13:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:14:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:16:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:17:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:18:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:19:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:20:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:21:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:22:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:23:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:24:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:25:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:26:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:27:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:28:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:29:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:31:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:32:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:33:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:34:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:35:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:36:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:37:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:38:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:39:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:40:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:41:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:42:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:43:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:44:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:45:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:46:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:47:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:48:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:49:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:50:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:51:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:52:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:53:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:54:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:55:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 18:56:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:57:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:58:00	CDT	0	P
USGS	433615088202501	2014-03-27 18:59:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:00:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:01:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:02:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:03:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:04:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:05:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:06:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:07:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:08:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:09:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:10:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:11:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:12:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:13:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:14:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:15:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:16:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 19:17:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:18:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:19:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:20:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:21:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:22:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:23:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:24:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:25:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:26:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:27:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 19:28:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:29:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:30:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:31:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:32:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:33:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:34:00	CDT	0.009	P
USGS	433615088202501	2014-03-27 19:35:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:36:00	CDT	0	P
USGS	433615088202501	2014-03-27 19:37:00	CDT	0	P
